Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2011 [YR2011],2012 [YR2012],2013 [YR2013],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Algeria,DZA,15.4430103302002,17.128870010376,18.3539600372314,32.6073913574219,33.7081413269043,35.4959411621094,54.2099914550781,53.4012489318848,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,American Samoa,ASM,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Andorra,AND,..,6.82690000534058,7.34165000915527,..,13.2810401916504,14.7599496841431,15.204270362854,34.4803504943848,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Angola,AGO,..,0.754029989242554,2.77182006835938,6.3326301574707,..,9.11637020111084,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Antigua and Barbuda,ATG,..,..,..,15.0042104721069,24.93044090271,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Argentina,ARG,58.791690826416,62.0592613220215,64.4024505615234,77.4296112060547,78.4559097290039,78.7686614990234,107.130661010742,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Armenia,ARM,33.6579399108887,35.8594512939453,36.6645317077637,47.8231010437012,41.4842185974121,41.6240310668945,58.7563095092773,59.8064498901367,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Aruba,ABW,27.7578907012939,26.8239307403564,27.6867008209229,37.1072883605957,37.3734512329102,16.643180847168,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Australia,AUS,..,..,..,..,..,..,112.688293457031,106.240760803223,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Austria,AUT,..,..,..,77.2625122070312,79.5471267700195,80.9616012573242,93.940071105957,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Azerbaijan,AZE,..,..,..,19.647310256958,20.4384593963623,21.4404296875,38.866081237793,41.7732887268066,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bahrain,BHR,..,..,29.3518600463867,46.54248046875,47.3633117675781,42.9303894042969,70.7630310058594,77.2444915771484,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bangladesh,BGD,6.42439985275269,6.13536977767944,6.19688987731934,13.5719995498657,13.6680002212524,13.6510000228882,23.3999996185303,22.8400001525879,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Barbados,BRB,40.8927803039551,..,..,65.0382232666016,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belarus,BLR,54.3443717956543,56.8730087280273,59.4798316955566,91.2559967041016,98.5973968505859,101.424392700195,73.9591369628906,70.8675689697266,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belgium,BEL,56.7148895263672,58.1100807189941,59.6124610900879,67.7034072875977,69.7490615844727,71.7841110229492,82.6882019042969,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belize,BLZ,15.0931301116943,16.9803295135498,16.1856803894043,21.4217891693115,23.8754291534424,23.8531093597412,23.5184001922607,23.7802906036377,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Benin,BEN,4.36625003814697,5.1319899559021,5.66462993621826,12.2822198867798,13.3533802032471,15.3102397918701,10.2315101623535,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bermuda,BMU,..,..,..,38.6973190307617,38.2749290466309,37.1384582519531,..,..,16.992130279541
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bhutan,BTN,..,..,..,7.69600009918213,7.59600019454956,10.3402395248413,17.7059993743896,17.5289993286133,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bolivia,BOL,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bosnia and Herzegovina,BIH,17.2063007354736,17.4088096618652,19.2174396514893,39.7756309509277,41.8755912780762,47.2628288269043,43.5776786804199,44.6326713562012,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Botswana,BWA,7.30689001083374,7.6390700340271,8.87353992462158,16.9406700134277,20.8391494750977,25.6314506530762,22.9046497344971,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brazil,BRA,..,..,..,..,43.2308502197266,44.3393707275391,56.8306198120117,60.3906211853027,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,British Virgin Islands,VGB,44.451831817627,48.3110313415527,..,..,..,..,32.7071304321289,31.3563404083252,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brunei Darussalam,BRN,13.9702396392822,13.0799102783203,12.8312997817993,17.1019992828369,22.1413593292236,24.0158290863037,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bulgaria,BGR,41.0407791137695,41.4290084838867,42.8536109924316,59.8246803283691,62.1616516113281,65.3930816650391,74.0276489257812,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Burkina Faso,BFA,1.122230052948,1.35122001171112,1.51733005046844,3.94350004196167,4.3672399520874,4.60237979888916,9.36093997955322,9.73007965087891,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Burundi,BDI,1.06465995311737,1.65049004554749,..,..,2.98822999000549,3.79121994972229,6.28700017929077,6.51700019836426,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cabo Verde,CPV,1.38704001903534,3.43290996551514,4.14111995697021,19.6212100982666,19.3967304229736,21.2792301177979,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cambodia,KHM,2.29325008392334,2.55727005004883,3.16867995262146,14.1404304504395,..,..,13.8760004043579,14.9989995956421,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cameroon,CMR,4.69813013076782,5.12341976165771,5.17119979858398,12.2482299804688,13.2559003829956,15.4463300704956,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Canada,CAN,..,58.4150009155273,..,63.154899597168,63.6187591552734,65.774299621582,77.8022918701172,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cayman Islands,CYM,21.6446495056152,19.2410907745361,19.7879905700684,39.3610000610352,35.3610000610352,33.7649993896484,48.1790008544922,44.5449981689453,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Central African Republic,CAF,..,..,..,2.89123010635376,2.72516989707947,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Chad,TCD,0.842410027980804,..,0.973710000514984,2.28011989593506,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Chile,CHL,..,40.2664985656738,43.5181999206543,70.8241806030273,75.0770721435547,79.8703384399414,96.2227935791016,99.3372802734375,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,China,CHN,9.22885990142822,11.7157096862793,14.391209602356,26.8075294494629,29.3250408172607,32.7620315551758,67.3876190185547,71.9815521240234,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Colombia,COL,26.3812599182129,26.5130996704102,..,45.2873306274414,47.4669914245605,50.7474899291992,58.3159217834473,59.2901382446289,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Comoros,COM,..,..,3.40087008476257,8.7821798324585,9.47585010528564,9.46988964080811,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Congo, Dem. Rep.",COD,..,..,..,7.69432020187378,7.80960988998413,6.54968023300171,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Congo, Rep.",COG,4.21126985549927,3.76958990097046,3.80226993560791,7.91929006576538,9.07367992401123,8.57032012939453,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Costa Rica,CRI,..,..,..,44.9357299804688,47.3161315917969,47.8412284851074,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cote d'Ivoire,CIV,..,..,..,3.30475997924805,..,8.12195014953613,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Croatia,HRV,36.3740501403809,39.1618309020996,42.3809814453125,59.3388595581055,62.0256614685059,66.0589981079102,72.3333587646484,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cuba,CUB,26.1085300445557,27.4472808837891,32.5828590393066,79.0247268676758,61.7317886352539,47.9959983825684,51.0785484313965,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Curacao,CUW,..,..,..,23.1359996795654,23.9160003662109,23.0841999053955,15.7449998855591,15.9010000228882,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Cyprus,CYP,21.6125202178955,25.1022891998291,31.9552307128906,46.5397300720215,45.8635902404785,47.5252418518066,96.5377883911133,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Czechia,CZE,32.0267791748047,36.8876609802246,39.2078895568848,66.7968215942383,66.9287719726562,66.3243179321289,69.1061782836914,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Denmark,DNK,61.3673095703125,64.2234725952148,68.1712493896484,75.9300231933594,77.7465515136719,80.4186782836914,83.982292175293,84.5866088867188,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Djibouti,DJI,0.657620012760162,0.9375,1.14328002929688,5.21012020111084,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Dominica,DMA,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Dominican Republic,DOM,..,..,33.6751098632812,47.8409996032715,48.6290016174316,46.5429992675781,58.6280784606934,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Ecuador,ECU,..,..,..,..,39.4205207824707,40.0047416687012,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Egypt, Arab Rep.",EGY,28.1952991485596,29.316650390625,26.3915996551514,25.8721904754639,26.4579601287842,28.5217609405518,..,37.8184509277344,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,El Salvador,SLV,18.8956108093262,19.6349601745605,20.4657306671143,27.1980304718018,27.9502296447754,28.1076107025146,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Eritrea,ERI,2.45797991752625,2.28929996490479,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Estonia,EST,58.7174797058105,61.7471008300781,64.2222671508789,71.0235290527344,72.9364700317383,75.4523162841797,73.1502075195312,71.4251937866211,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Eswatini,SWZ,..,4.42417001724243,..,6.76452016830444,..,6.17659997940063,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Ethiopia,ETH,1.46114003658295,1.65718996524811,2.35127997398376,7.17573022842407,7.59986019134521,8.04500007629395,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Fiji,FJI,..,..,14.6147603988647,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Finland,FIN,85.9510498046875,86.788932800293,88.286979675293,93.2884292602539,91.5533828735352,91.2365264892578,100.868072509766,104.944221496582,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,France,FRA,50.4472885131836,50.2516899108887,52.3169784545898,55.6257286071777,57.9090118408203,59.8487586975098,68.974853515625,70.794189453125,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Gabon,GAB,7.46347999572754,..,7.67232990264893,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Gambia, The",GMB,..,..,..,2.94032001495361,2.66229009628296,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Georgia,GEO,44.2219085693359,46.9072303771973,48.030460357666,34.3632888793945,32.4973793029785,39.4706687927246,76.8213119506836,78.9377136230469,78.5419998168945
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Germany,DEU,..,..,..,..,..,60.8984489440918,75.6655426025391,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Ghana,GHA,..,..,..,11.156060218811,11.4314603805542,13.493800163269,19.1863193511963,20.3897304534912,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Greece,GRC,58.9337615966797,66.089111328125,71.9906463623047,109.845771789551,113.724617004395,115.288063049316,150.201766967773,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Greenland,GRL,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Grenada,GRD,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Guam,GUM,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Guatemala,GTM,..,9.33607006072998,..,16.486270904541,16.934289932251,19.6571807861328,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Guinea,GIN,..,..,..,10.6762504577637,10.0537395477295,10.4762001037598,6.7189998626709,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Guyana,GUY,..,..,7.25076007843018,11.1490097045898,11.6349601745605,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Haiti,HTI,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Honduras,HND,..,..,15.5420999526978,..,18.8540897369385,19.3874206542969,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Hong Kong SAR, China",HKG,..,..,32.2168502807617,60.2208404541016,60.9527893066406,68.0859069824219,97.3813323974609,97.3490219116211,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Hungary,HUN,42.3074607849121,47.3539390563965,54.6319618225098,59.9982109069824,60.6758918762207,57.2072296142578,56.5243492126465,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Iceland,ISL,46.9373588562012,52.6091117858887,60.0269813537598,79.9194183349609,79.5824813842773,78.3723907470703,86.5232086181641,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,India,IND,10.3922300338745,10.7845497131348,11.2758102416992,23.8250007629395,24.9402103424072,24.3910007476807,31.5739994049072,32.6699981689453,33.117000579834
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Indonesia,IDN,14.2340402603149,14.8015203475952,15.9035701751709,25.4599494934082,29.5658397674561,30.438570022583,41.0019989013672,42.633171081543,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Iran, Islamic Rep.",IRN,20.267749786377,19.091869354248,20.3405609130859,48.5700302124023,54.0766487121582,56.620189666748,55.7980690002441,60.6945381164551,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Iraq,IRQ,..,12.6024503707886,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Ireland,IRL,50.6748008728027,53.5348014831543,55.8461685180664,67.7985916137695,68.1972503662109,71.6995468139648,78.7776031494141,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Israel,ISR,50.4822311401367,54.9123497009277,54.520580291748,61.9456214904785,63.5912704467773,62.0624198913574,58.9942817687988,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Italy,ITA,53.4532508850098,56.3155784606934,60.0059509277344,64.2488327026367,62.3440704345703,60.8917503356934,71.2871170043945,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Jamaica,JAM,15.8334903717041,16.6099491119385,18.5184497833252,24.957540512085,27.4642906188965,25.8244800567627,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Japan,JPN,..,..,..,..,..,62.8381881713867,63.1702690124512,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Jordan,JOR,..,32.5957489013672,36.4936904907227,36.9979705810547,43.5532913208008,..,33.4914512634277,36.0088081359863,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kazakhstan,KAZ,..,..,..,50.9490013122559,54.5530014038086,53.4679985046387,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kenya,KEN,2.83207011222839,2.82814002037048,..,..,..,..,19.9850006103516,20.4829998016357,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kiribati,KIR,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Korea, Dem. People's Rep.",PRK,..,..,..,30.0365505218506,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Korea, Rep.",KOR,77.3433532714844,80.7160491943359,84.4563903808594,100.819679260254,98.286979675293,96.3375015258789,100.317680358887,103.276039123535,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kosovo,XKX,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kuwait,KWT,18.3076305389404,19.2664794921875,19.5823497772217,..,..,..,61.558048248291,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kyrgyz Republic,KGZ,40.6197814941406,43.0546188354492,39.5677490234375,40.9480018615723,43.0410003662109,46.1419982910156,52.5250015258789,55.9189987182617,56.0180015563965
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Lao PDR,LAO,3.0681300163269,4.10284996032715,4.86330986022949,17.673999786377,17.507999420166,19.0970001220703,12.4589996337891,..,..
